,亚洲ETF-iShares MSCI,MSCI全球ETF-iShares,iShares MSCI ACWI ex US ETF,债券指数ETF-iShares Barclays综合国债,Alerian MLP ETF,债券指数ETF-Vanguard美国,短期国债指数ETF-Vanguard,道琼斯指数ETF,三倍做空黄金矿业指数ETF-Direxion,日本股利指数ETF-WisdomTree,新兴市场ETF-iShares MSCI,iShares Edge MSCI Min Vol EAFE ETF,欧澳远东指数 ETF-iShares MSCI,iShares JPMorgan USD Emerging Markets Bond ETF,印度收入指数ETF-WisdomTree,三倍做多能源ETF-Direxion,澳大利亚ETF-iShares MSCI,加拿大ETF-iShares MSCI,德国ETF-iShares MSCI,香港ETF-iShares MSCI,日本ETF-iShares MSCI,台湾ETF-iShares MSCI,墨西哥投资指数ETF-iShares MSCI,韩国ETF-iShares MSCI,巴西ETF-iShares MSCI,欧盟国家ETF-iShares MSCI,金融指数ETF-Direxion三倍做多罗素金融股,中国大盘股ETF-iShares,小型黄金矿业ETF(Market Vectors),黄金矿业ETF(Market Vectors),SPDR黄金ETF,债券指数ETF-iShares iBoxx高收益公司债,PIMCO 0-5 Year High YieldCorporate Bond Index ETF,黄金信托ETF(iShares),生物科技指数ETF-iShares Nasdaq,iShares Core MSCI EAFE ETF,债券指数ETF-iShares Barclays 7-10年,标普中型股400指数ETF-iShares,标普小型股600指数ETF-iShares,房屋建筑指数ETF-iShares Dow Jones,标普500价值指数ETF-iShares,标普500指数ETF,标普500成长股指数ETF-iShares,罗素1000指数ETF-iShares,罗素1000价值指数ETF-iShares,罗素1000成长指数ETF-iShares,罗素2000指数ETF,罗素2000价值股指数ETF-iShares,罗素2000成长股指数ETF,房地产指数ETF-iShares道琼斯,金矿指数三倍做空ETF,债券指数ETF-SPDR Barclays高收益债,金矿指数三倍做多ETF,银行指数ETF-SPDR KBW,区域银行指数ETF-SPDR KBW,债券指数ETF-iShares iBoxx投资级公司债,中国ETF-iShares MSCI,标普中型股400指数ETF-SPDR,三倍做多黄金矿业指数ETF-Direxion,标普100指数ETF-iShares,石油服务ETF,优先股指数ETF-iShares S&P,纳指两倍做空ETF,纳指两倍做多ETF,纳指ETF,平均加权指数ETF-Rydex S&P,俄罗斯ETF-Market Vectors,Schwab U.S. TIPs ETF,道指三倍做空ETF-ProShares,标普500两倍做空ETF,债券指数ETF-iShares Barclays 1-3年国,标普500反向ETF,白银ETF(iShares),半导体指数ETF-HOLDRs,三倍做多半导体ETF-Direxion Daily,iShares费城交易所半导体ETF,标普500三倍做空ETF,标普500指数ETF,纳指三倍做空ETF,标普500两倍做多ETF,0.5倍做空波动率指数短期期货ETF,债券20+美国债指数ETF-ProShares两倍做空,通胀债券指数ETF-iShares Barclays,债券20+美公债指数ETF-iShares Barcla,罗素2000指数三倍做多ETF-Direxion,纳指三倍做多ETF,罗素2000指数三倍做空ETF,二倍做多彭博原油ETF,道指三倍做多ETF-ProShares,三倍做多标普500ETF,美国原油ETF,1.5倍做多波动率指数短期期货ETF-ProShares,EAFE指数ETF-Vanguard MSCI,非美地区ETF-Vanguard FTSE,欧洲ETF-Vanguard MSCI,股利增长指数ETF-Vanguard,不动产信托指数ETF-Vanguard,Vanguard S&P 500 ETF,大盘指数ETF-Vanguard MSCI,Vanguard Value ETF,Vanguard Total World Stock ETF,成长股指数ETF-Vanguard MSCI,新兴市场ETF-Vanguard MSCI,SPDR S&P Biotech ETF,房屋建筑商指数ETF-SPDR,材料ETF,能源ETF,金融ETF,工业ETF,高科技指数ETF-SPDR,消费品指数ETF-SPDR主要消费品,公共事业指数ETF-SPDR,健康照护类股ETF-SPDR,消费品指数ETF-SPDR可选消费品,金属与采矿指数ETF-SPDR,油气开采指数ETF-SPDR S&P,零售指数ETF-SPDR标普
1515042000000,78.69,73.65,51.2,109.11,11.43,81.37,79.0,250.6,22.21,61.27,48.71,73.91,71.95,116.65,28.25,39.03,23.56,30.23,33.98,25.87,61.87,37.16,50.45,75.99,42.47,44.56,69.92,48.34,34.78,23.72,125.46,87.91,101.13,12.71,109.97,67.67,105.28,192.47,77.53,44.68,115.92,273.6,156.02,151.23,125.86,137.7,154.47,126.97,189.56,79.21,48.29,36.99,18.63,47.89,59.43,120.93,70.11,350.31,33.72,120.82,27.83,37.96,50.52,77.63,160.31,102.65,22.63,55.36,18.76,39.65,83.78,29.66,16.23,102.31,159.45,178.47,43.16,271.61,19.71,113.24,135.89,34.23,113.94,126.07,72.98,50.33,11.81,24.74,97.94,147.47,12.37,9.0,45.94,56.1,60.45,103.25,81.01,249.65,139.55,107.68,75.87,143.97,47.44,87.35,45.02,62.36,75.0,28.33,77.09,65.61,56.68,51.35,84.53,100.98,37.7,38.79,45.71
1515128400000,79.41,74.13,51.57,109.04,11.35,81.26,79.01,252.72,22.33,61.63,49.13,74.08,72.35,116.72,28.62,39.0,23.7,30.34,34.33,25.94,62.04,37.46,50.98,76.99,42.84,45.0,70.94,48.54,34.48,23.67,125.33,87.97,101.12,12.69,109.83,68.02,105.15,193.22,77.86,45.3,116.27,275.33,157.48,152.15,126.28,138.95,154.79,127.17,190.17,79.29,49.4,37.03,18.22,48.16,59.82,120.89,70.61,351.52,33.41,121.68,27.88,37.97,49.52,79.17,161.92,103.14,22.66,55.34,18.29,39.14,83.78,29.45,16.22,102.97,162.33,179.49,42.32,273.42,19.12,114.66,135.93,34.44,113.92,125.71,73.46,51.85,11.72,24.5,100.57,150.35,12.31,8.99,46.16,56.43,60.86,104.02,81.05,251.25,140.37,108.21,76.31,145.18,47.86,87.04,45.42,62.86,74.97,28.41,77.62,66.3,56.93,51.33,85.25,101.78,37.62,38.54,46.11
1515387600000,79.49,74.2,51.565,109.01,11.38,81.27,79.0,252.59,23.02,61.99,49.13,74.06,72.33,116.51,28.66,39.66,23.57,30.24,34.23,25.93,62.4,37.36,50.98,77.07,42.67,44.81,71.05,48.71,33.95,23.42,125.31,87.9,101.17,12.69,108.37,67.97,105.1,194.18,77.98,45.42,116.45,275.94,157.87,152.46,126.48,139.34,155.03,127.64,190.04,79.74,51.72,36.99,17.4,48.14,59.71,120.88,70.96,353.45,32.15,121.76,28.38,38.04,49.2,79.76,162.55,103.48,22.82,55.28,18.31,39.0,83.78,29.41,16.15,103.68,165.98,180.9,42.12,273.92,18.9,115.09,137.55,34.46,113.8,125.63,73.74,52.4267,11.67,24.78,100.4,151.1,12.38,8.77,46.14,56.44,60.69,104.32,81.47,251.77,140.69,108.32,76.39,145.65,47.87,85.31,45.59,62.95,75.42,28.37,77.94,66.55,57.07,51.81,84.94,101.9,37.93,38.77,46.3
1515474000000,79.41,74.29,51.56,108.71,11.41,81.03,78.96,253.82,23.93,61.74,49.05,74.07,72.41,116.15,28.59,39.35,23.6,30.16,34.22,26.01,62.44,37.31,50.59,76.76,42.34,44.94,71.79,48.57,33.27,23.11,124.73,87.63,100.92,12.63,110.41,68.1,104.6,193.92,77.9,45.4,116.62,276.57,158.27,152.79,126.67,139.63,154.82,127.26,190.25,78.82,54.87,36.9,16.38,48.77,60.52,120.44,71.0,352.9,30.93,122.12,28.18,38.14,49.12,79.83,162.56,103.53,22.75,55.1,18.07,38.83,83.75,29.36,16.03,102.71,161.21,179.12,41.8,274.54,18.89,115.61,136.07,35.44,113.43,123.95,73.49,52.4667,11.72,25.54,101.88,152.17,12.57,8.96,46.18,56.46,60.79,104.66,80.42,252.3,140.95,108.57,76.52,145.95,47.86,87.49,45.55,62.85,75.23,28.59,78.44,66.38,56.99,51.3,85.94,102.1,37.32,38.71,45.81
1515560400000,78.92,74.12,51.42,108.71,11.47,81.04,78.98,253.62,23.55,61.39,48.74,73.92,72.27,115.81,28.51,39.21,23.4,29.86,33.92,25.94,62.84,36.95,49.48,76.39,42.31,44.745,72.5,48.62,33.68,23.25,125.03,87.44,100.71,12.66,110.91,67.98,104.57,193.0,77.77,44.71,116.61,276.13,157.82,152.53,126.58,139.26,154.84,127.31,189.92,77.86,52.82,36.83,16.93,49.43,61.26,120.52,70.72,351.28,31.62,122.01,28.28,38.07,49.36,79.39,162.18,103.22,22.84,55.08,18.1,38.97,83.78,29.4,16.02,101.35,155.25,176.97,42.0,274.12,19.03,115.24,137.43,35.48,113.39,123.8,73.43,52.0933,11.73,25.93,101.47,151.46,12.68,8.78,46.06,56.29,60.56,104.2,79.52,251.87,140.73,108.51,76.27,145.56,47.65,88.59,45.02,62.47,75.14,28.83,78.43,66.15,56.71,50.74,85.79,102.03,38.11,38.48,46.14
1515646800000,79.4,74.63,51.73,108.76,11.63,81.04,79.01,255.61,23.19,61.88,49.04,74.15,72.77,115.96,28.79,41.6,23.54,30.01,34.08,26.09,63.26,37.18,49.7,77.11,43.1,45.06,73.33,48.96,33.96,23.38,125.44,87.73,100.89,12.69,111.23,68.43,104.64,195.75,79.2,45.65,117.63,278.09,158.76,153.68,127.61,140.27,157.5,129.74,193.12,77.59,51.52,36.92,17.34,50.07,62.22,120.81,70.9,356.3,32.09,122.83,28.99,38.19,48.72,80.49,163.29,104.21,23.14,55.03,17.69,38.41,83.75,29.19,16.01,101.83,158.0,178.03,41.08,276.12,18.64,116.85,138.21,35.21,113.27,124.31,77.27,53.1367,11.12,26.08,103.74,154.59,12.7,8.67,46.36,56.64,60.99,104.85,79.25,253.73,141.92,109.26,76.83,146.61,47.96,89.14,45.85,63.29,76.68,28.97,79.43,66.42,56.63,50.55,86.16,103.69,39.17,39.4,47.28
1515733200000,80.15,75.2,52.2,108.74,11.76,81.03,78.98,257.91,21.3,62.15,49.51,74.56,73.5,116.13,28.86,42.79,23.67,30.11,34.51,26.26,63.46,37.46,50.69,77.9,43.23,45.705,74.51,49.79,34.94,24.01,126.96,87.58,100.87,12.86,111.98,69.11,104.57,196.31,79.56,45.71,118.32,279.91,159.9,154.67,128.35,141.21,158.16,130.13,193.88,76.96,47.1,36.86,18.81,50.36,62.61,120.83,71.99,357.2,34.63,123.72,29.17,38.12,48.0,81.63,164.49,104.88,23.31,55.08,17.22,37.91,83.74,29.01,16.27,102.35,160.45,178.99,40.32,277.92,18.25,118.4,138.19,35.1,113.38,124.52,78.18,54.2633,10.98,26.71,106.72,157.64,12.87,8.67,46.8,57.17,61.77,105.57,78.61,255.41,142.75,110.05,77.44,147.46,48.47,89.62,46.21,63.39,77.42,29.23,80.17,66.81,56.65,50.26,86.82,105.03,38.98,39.72,47.82
1516078800000,79.78,75.07,52.09,108.77,11.68,81.09,78.96,257.81,20.31,61.55,49.32,74.5,73.43,116.14,28.36,41.2,23.46,30.23,34.56,26.28,63.46,37.53,51.67,77.51,43.08,45.81,74.06,49.8,35.57,24.37,127.17,87.53,100.93,12.86,110.6,69.0,104.62,194.83,78.77,44.97,117.81,278.9,159.54,154.08,127.88,140.65,156.14,128.62,191.36,77.17,44.56,36.87,19.82,49.96,62.01,120.94,71.35,354.53,36.15,123.42,28.51,38.02,48.28,81.17,164.02,104.17,22.78,55.14,17.23,38.16,83.73,29.1,16.25,102.82,162.17,179.58,40.72,276.97,18.39,117.58,129.74,34.78,113.57,125.04,75.24,53.8433,11.41,26.28,106.53,156.0,12.76,9.75,46.75,57.13,61.79,105.11,78.76,254.48,142.12,109.7,77.26,146.93,48.23,86.84,45.67,62.65,76.44,29.15,79.45,66.55,56.91,50.15,87.25,104.28,38.25,39.0,46.8
1516165200000,80.74,75.66,52.47,108.65,11.61,81.0,78.88,261.08,21.38,62.63,49.97,74.89,73.81,116.17,28.87,42.22,23.59,30.3,34.65,26.56,63.97,37.98,52.24,77.87,43.86,45.99,75.88,50.72,34.94,23.94,126.14,87.54,100.94,12.77,111.41,69.43,104.39,196.31,79.56,45.85,118.64,281.68,161.35,155.5,128.9,142.19,157.62,129.85,193.16,77.72,46.85,36.84,18.83,50.23,62.39,120.61,72.42,357.12,34.4,124.59,28.69,37.94,47.24,82.92,165.79,105.04,23.17,55.12,16.59,37.44,83.7,28.84,16.06,105.89,176.12,184.79,39.6,279.61,17.81,119.85,132.84,34.88,113.49,124.87,77.37,55.54,11.07,26.36,110.6,160.48,12.78,9.34,47.0,57.56,62.05,106.11,79.31,256.94,143.43,110.67,77.87,148.4,48.91,88.02,46.3,62.94,77.11,29.37,79.89,67.55,57.56,50.46,88.09,104.78,38.95,39.33,47.29
1516251600000,80.5,75.56,52.43,108.41,11.54,80.84,78.84,260.16,22.3,61.89,50.03,74.7,73.72,115.9,28.49,41.2,23.61,30.23,34.85,26.38,63.43,38.25,52.62,77.29,43.96,46.065,75.33,51.07,34.28,23.61,125.86,87.45,100.96,12.75,111.27,69.3,104.06,195.52,78.91,45.5,118.33,281.26,161.32,155.26,128.48,142.12,156.54,128.72,192.27,76.96,49.56,36.81,17.72,50.05,62.04,120.14,72.55,355.9,32.79,124.44,28.23,37.8,47.28,82.95,165.82,104.75,23.48,55.07,16.75,37.57,83.68,28.88,15.97,106.67,178.63,185.62,39.8,279.14,17.79,119.43,132.3,35.56,113.39,123.71,75.8,55.5933,11.31,26.26,109.41,159.75,12.76,9.43,46.89,57.5,62.13,105.96,78.29,256.59,143.18,110.48,77.71,148.28,48.99,87.89,46.07,62.9,76.48,29.33,79.46,67.67,57.39,50.14,88.11,104.69,38.35,38.88,47.42
1516338000000,81.32,75.92,52.71,108.18,11.59,80.67,78.8,260.54,22.2,62.11,50.44,74.98,74.13,115.57,28.84,41.04,23.66,30.14,35.24,26.5,63.83,38.84,52.48,77.68,44.47,46.385,76.89,51.92,34.4,23.65,126.42,87.54,100.94,12.78,112.0,69.67,103.79,197.63,80.06,46.06,118.83,282.49,162.05,156.02,129.05,142.86,158.6,130.26,194.96,77.46,49.12,36.82,17.93,50.78,63.03,119.77,73.4,359.6,32.84,124.87,28.49,37.95,47.0,83.48,166.34,105.44,23.3,54.98,16.67,37.24,83.71,28.76,16.05,106.77,179.11,185.81,39.24,280.41,17.63,120.47,132.77,35.95,113.2,123.06,78.65,56.1267,10.86,26.1,110.0,161.71,12.72,9.34,47.1,57.75,62.44,106.78,78.71,257.68,143.92,110.83,78.12,149.15,49.45,88.92,46.58,63.28,76.38,29.54,79.69,67.8,58.03,49.99,88.44,105.6,38.62,38.72,48.3
1516597200000,81.71,76.47,52.99,108.14,11.8,80.61,78.79,261.98,22.02,62.45,50.73,75.29,74.51,115.59,29.14,43.69,23.69,30.26,35.46,26.73,64.1,39.32,52.55,76.84,44.63,46.72,78.79,52.21,34.51,23.71,126.65,87.62,101.12,12.81,115.52,70.08,103.75,198.61,80.26,46.25,119.84,284.73,163.28,157.25,130.14,143.97,159.45,130.71,196.31,78.09,48.57,36.85,18.04,51.01,63.2,119.66,73.91,361.45,32.99,125.98,29.37,37.94,45.96,85.25,168.12,106.19,23.54,54.93,16.39,36.64,83.67,28.53,16.04,107.82,183.26,187.19,38.36,282.69,17.07,122.4,135.92,35.86,113.14,123.18,79.89,57.88,10.7,26.31,111.84,165.68,12.78,8.92,47.35,58.08,62.84,107.25,79.43,259.75,145.06,111.71,78.69,150.41,49.85,93.89,46.75,63.13,78.03,29.78,79.69,68.46,58.47,50.06,89.02,106.77,38.89,39.69,48.91
1516683600000,82.25,76.71,53.19,108.4,11.8,80.82,78.88,261.87,20.92,62.38,50.97,75.65,74.75,115.81,29.36,43.51,23.74,30.33,35.65,26.78,64.49,39.17,52.52,77.12,43.66,46.82,79.48,53.03,35.03,24.1,127.28,87.88,101.41,12.88,116.81,70.28,104.05,199.04,80.34,46.13,119.86,285.39,163.91,157.64,130.16,144.62,159.96,130.86,197.26,79.17,46.38,36.96,18.86,51.16,63.36,120.18,75.0,362.1,34.72,126.03,29.32,38.04,45.24,86.64,169.51,106.48,23.58,55.05,16.39,36.49,83.72,28.47,16.08,108.52,187.42,188.69,38.08,283.29,16.65,122.92,133.48,35.55,113.31,123.71,80.67,59.3467,10.6,27.1,111.81,166.84,12.97,9.25,47.5,58.3,62.98,107.08,80.53,260.34,145.42,111.67,78.91,151.23,50.03,95.82,46.74,63.12,77.91,29.81,79.73,68.76,58.28,50.54,88.59,107.67,38.84,39.85,48.85
1516770000000,82.46,76.78,53.37,108.29,11.76,80.73,78.86,262.57,19.61,61.67,51.4,76.03,74.88,115.64,29.4,43.17,23.88,30.42,35.56,26.75,64.51,39.0,53.92,77.9,46.35,46.83,80.39,53.35,35.74,24.6,128.83,87.75,101.34,13.05,115.9,70.48,103.85,198.51,79.87,45.98,120.16,285.24,163.51,157.54,130.36,144.27,158.97,130.17,195.83,78.89,43.66,36.93,19.96,50.99,63.33,120.1,75.2,361.18,36.98,125.97,28.94,37.99,45.76,85.58,168.41,106.53,23.78,55.02,16.28,36.51,83.7,28.49,16.56,106.32,174.52,184.37,38.16,283.18,16.97,122.85,130.0,35.94,113.23,123.04,79.26,58.1433,10.79,28.16,112.65,166.53,13.22,9.7,47.65,58.55,63.2,107.32,80.11,260.21,145.28,111.89,79.04,150.77,50.49,94.34,46.73,63.39,77.7,30.01,79.66,68.23,58.4,50.23,88.85,108.13,39.07,39.72,48.51
1516856400000,82.25,76.71,53.23,108.57,11.77,80.95,78.85,263.75,20.75,61.42,51.37,75.88,74.59,115.8,29.21,42.08,23.81,30.2,35.31,26.75,64.2,39.11,53.48,78.31,46.85,46.72,80.19,52.64,34.52,24.13,127.97,87.69,101.27,12.94,116.63,70.2,104.08,198.36,80.09,45.0,120.05,285.35,163.74,157.56,130.33,144.36,159.03,129.88,196.3,78.74,48.05,36.89,17.98,50.71,62.9,120.71,74.69,360.93,34.68,126.11,28.67,37.97,45.76,85.47,168.35,106.44,23.8,55.1,16.05,36.51,83.68,28.46,16.31,104.6,165.44,181.17,38.12,283.3,17.0,122.9,127.83,35.36,113.44,124.05,79.32,58.07,10.78,27.48,114.0,166.75,13.06,10.06,47.48,58.34,62.94,107.81,79.97,260.33,145.34,112.03,78.92,150.62,50.31,95.41,46.25,63.81,77.09,29.95,79.74,68.11,58.43,51.01,89.61,107.94,38.62,38.91,48.35
1516942800000,83.5,77.54,53.74,108.37,11.83,80.8,78.79,265.91,20.27,61.6,52.08,76.47,75.25,116.02,29.39,42.8,24.11,30.32,35.54,26.9,64.67,39.17,54.07,79.04,47.33,47.11,81.71,54.0,34.79,24.35,128.07,87.76,101.39,12.97,118.04,70.84,103.77,199.21,80.36,44.83,121.11,288.66,165.98,159.28,131.54,146.1,159.6,129.95,197.73,78.77,47.05,36.92,18.31,50.83,63.06,120.55,76.72,362.51,35.37,127.67,28.72,37.9,44.48,87.97,170.93,107.43,23.61,55.03,15.68,35.66,83.63,28.14,16.41,107.93,181.13,186.96,36.76,286.58,16.25,125.71,128.87,35.71,113.37,123.59,80.14,60.6633,10.65,28.26,116.82,172.44,13.24,9.92,47.88,58.89,63.49,108.85,79.69,263.36,146.86,113.26,79.73,152.38,50.98,96.19,46.31,64.09,77.51,30.17,80.66,69.19,58.71,51.04,91.54,109.0,38.95,39.06,48.84
1517202000000,82.31,76.87,53.15,108.18,11.55,80.69,78.76,264.16,21.93,61.34,51.29,75.77,74.56,115.39,29.17,40.87,23.94,30.04,35.21,26.51,64.12,38.84,53.32,78.63,46.39,46.66,80.11,52.85,33.57,23.68,127.35,87.45,101.27,12.88,118.5,70.18,103.51,197.58,79.91,43.59,120.36,286.75,164.92,158.24,130.7,145.09,158.7,128.88,196.91,77.76,51.91,36.8,16.42,50.68,62.8,120.23,75.24,359.43,32.21,126.83,28.09,37.58,44.92,87.18,170.1,106.66,23.33,54.94,15.98,36.16,83.6,28.32,16.21,107.73,180.55,186.69,37.48,284.68,16.47,124.03,119.37,36.12,113.1,122.73,78.79,59.86,10.84,27.66,114.57,168.91,13.11,11.33,47.44,58.26,62.86,108.3,78.62,261.54,145.9,112.66,79.07,151.24,50.18,97.03,45.42,63.36,76.34,30.05,80.12,68.56,58.48,50.39,91.29,108.7,38.41,38.3,48.76
1517288400000,81.17,76.12,52.63,108.01,11.46,80.54,78.73,260.62,22.48,60.48,50.59,75.36,73.94,115.19,28.84,38.35,23.75,29.85,34.93,26.45,63.3,38.35,52.64,77.66,46.31,46.33,77.7,51.98,33.12,23.45,126.8,87.15,100.71,12.83,116.27,69.72,103.27,195.52,79.17,43.31,118.98,283.65,163.29,156.59,129.18,143.81,157.18,127.81,194.87,77.34,54.09,36.64,15.78,50.24,62.31,119.82,73.84,355.7,31.36,125.47,27.7,37.42,45.56,85.78,168.7,105.48,23.26,54.79,16.63,36.9,83.61,28.65,16.15,105.62,169.56,182.98,38.72,281.76,16.85,121.41,115.6,36.55,112.83,122.01,76.56,58.33,11.14,26.77,109.74,163.66,12.9,12.03,47.08,57.73,62.44,107.3,78.05,258.75,144.38,111.29,78.26,149.99,49.54,95.03,45.04,62.9,74.8,29.66,79.49,67.94,58.09,50.48,89.37,108.16,37.27,36.97,47.67
1517374800000,81.78,76.2,52.68,108.1,11.4,80.56,78.72,261.44,21.7,60.39,51.03,75.33,73.84,115.36,28.88,38.48,23.77,29.88,35.01,26.6,62.94,38.64,53.11,78.24,46.59,46.42,78.8,52.67,33.68,23.75,127.65,87.3,101.13,12.92,114.08,69.53,103.3,195.04,78.74,42.88,118.84,284.15,163.67,156.65,129.04,144.04,156.36,127.29,193.75,78.56,51.22,36.7,16.52,50.19,62.3,120.07,74.81,355.0,32.39,125.58,27.46,37.62,45.32,86.41,169.4,105.46,23.49,54.93,16.49,36.83,83.61,28.61,16.35,106.51,173.91,184.47,38.6,281.9,16.68,121.65,118.11,36.1,113.11,122.73,75.41,59.05,11.32,27.18,110.94,165.68,12.98,11.55,46.99,57.84,62.48,107.15,79.45,258.99,144.43,111.33,78.33,150.25,49.84,93.37,44.75,62.95,74.85,29.74,79.73,68.45,57.82,51.04,88.1,107.81,36.9,36.91,47.22
1517461200000,80.6,76.15,52.69,107.52,11.48,80.16,78.53,261.62,21.77,60.87,50.34,75.52,74.05,115.0,28.39,39.62,23.88,29.78,34.7,26.37,63.25,38.54,54.06,77.15,46.72,46.54,79.7,51.91,33.63,23.7,128.07,86.77,100.49,12.97,113.98,69.79,102.6,195.41,79.07,42.74,118.97,283.79,163.22,156.58,129.33,143.56,156.85,127.56,194.56,77.25,51.47,36.45,16.42,50.89,63.22,119.22,73.11,355.54,32.27,125.55,28.02,37.23,46.0,84.98,167.96,105.21,23.54,54.66,16.43,36.95,83.49,28.64,16.25,105.86,171.34,183.56,38.72,281.58,17.09,121.33,121.67,37.19,112.51,120.7,76.02,57.5733,11.23,28.21,111.11,163.36,13.24,10.8,47.11,57.79,62.58,106.86,77.74,258.73,144.37,111.47,78.27,149.67,49.37,93.61,44.45,62.09,75.62,30.02,79.59,68.51,57.57,50.24,88.13,106.61,37.05,37.09,46.73
1517547600000,78.64,74.49,51.49,107.2,11.17,79.92,78.52,254.93,23.97,60.4,49.05,74.41,72.55,114.11,27.3,34.66,23.52,28.96,33.86,25.96,62.32,37.76,52.88,74.04,45.06,45.37,74.82,51.07,32.29,22.91,126.39,86.22,100.16,12.8,112.14,68.31,102.22,191.49,77.5,41.43,116.2,277.53,159.95,153.25,126.45,140.67,153.83,125.18,190.53,76.46,57.78,36.27,14.47,50.28,62.64,118.61,71.71,348.38,28.8,122.72,26.83,36.97,47.88,81.54,164.61,103.05,22.98,54.59,17.71,38.53,83.5,29.27,15.66,102.91,157.03,178.62,41.28,275.45,18.1,116.06,105.6,37.84,112.37,119.58,71.66,54.0567,11.87,27.38,102.6,152.8,13.04,13.76,46.09,56.47,61.03,104.86,77.08,253.19,141.3,108.95,76.56,146.65,48.26,91.89,43.17,60.46,72.46,29.36,77.99,66.48,56.47,49.88,86.89,105.59,35.36,35.51,45.49
1517806800000,76.37,71.53,49.46,107.63,11.01,80.27,78.72,243.27,24.57,56.99,47.33,71.86,69.51,113.46,26.66,30.2,22.73,28.15,32.47,25.14,59.37,36.76,50.68,71.85,43.46,43.5,65.03,49.88,32.38,22.71,126.71,85.74,99.39,12.85,107.18,65.49,103.06,184.45,74.45,39.72,111.37,266.05,153.38,147.03,121.14,135.16,147.92,120.38,183.19,74.0,57.5,36.04,14.6,48.26,60.08,118.68,69.58,335.52,28.27,117.32,25.8,36.9,51.52,75.23,158.12,99.23,22.27,54.8,20.08,41.67,83.65,30.47,15.74,98.27,136.02,170.21,46.36,263.93,20.2,106.63,71.82,37.07,112.79,120.71,63.54,47.8167,13.22,26.24,88.25,134.01,12.77,22.87,44.21,54.34,58.46,100.69,74.79,242.79,135.74,104.3,73.62,140.8,46.71,88.34,41.47,58.15,69.42,27.88,74.45,63.7,54.42,49.06,83.04,102.03,34.81,34.37,44.02
1517893200000,78.36,73.05,50.69,107.32,11.23,80.01,78.62,248.96,26.55,58.79,48.87,72.64,70.88,113.67,27.51,31.0,22.95,28.27,33.49,25.49,60.81,37.14,52.04,74.66,45.12,44.72,67.99,50.77,31.51,22.11,125.38,86.26,100.18,12.69,109.36,66.83,102.61,186.14,75.38,41.05,112.86,271.26,157.02,149.56,122.76,138.09,149.69,121.68,185.75,74.26,61.66,36.23,13.44,48.72,60.69,118.44,71.02,338.94,26.01,119.77,26.19,36.97,48.92,79.06,162.31,100.59,22.84,54.58,18.7,40.15,83.59,29.9,15.65,101.89,150.0,176.37,43.72,269.13,18.64,110.49,12.24,37.57,112.33,119.96,65.67,51.5033,12.79,25.99,94.58,141.75,12.7,15.22,45.07,55.47,59.81,102.02,74.8,247.28,137.96,105.95,75.16,143.99,47.87,91.05,42.59,60.05,69.97,28.39,75.81,65.53,55.02,48.33,83.96,104.64,35.58,34.82,45.3
1517979600000,75.74,72.2,49.76,107.08,11.14,79.83,78.54,248.76,27.67,58.12,47.33,71.95,70.13,113.47,27.06,29.43,22.47,28.06,32.92,24.89,60.27,36.49,51.04,71.19,43.73,43.9,67.93,48.06,31.25,21.8,124.79,85.94,99.65,12.62,109.41,65.94,102.31,186.08,75.42,41.0,112.55,269.59,155.76,148.93,122.51,137.17,149.84,121.72,185.9,73.97,63.46,36.09,13.06,48.95,61.11,118.11,68.29,338.52,24.88,119.12,25.39,37.05,50.16,77.04,160.21,100.32,22.14,54.43,18.79,40.62,83.53,30.08,15.41,99.2,140.02,172.59,44.48,267.67,19.34,109.21,12.33,38.33,112.08,118.82,65.73,49.4667,12.78,24.58,94.01,139.07,12.37,18.65,44.46,54.45,59.05,101.88,74.48,245.93,137.35,105.69,74.2,142.86,46.51,91.42,42.65,59.51,68.8,28.41,75.95,64.69,54.78,48.1,83.86,104.32,35.02,33.71,45.75
1518066000000,73.32,69.83,48.43,106.9,10.54,79.77,78.57,238.67,28.25,55.87,45.69,70.61,68.3,112.19,26.57,26.71,21.84,27.42,31.85,24.52,58.48,35.2,49.54,68.93,42.29,42.66,60.51,46.05,31.33,21.68,124.98,85.19,99.33,12.65,104.86,64.33,102.4,179.89,73.35,39.33,108.75,259.62,149.59,143.4,118.34,131.66,145.44,118.48,179.86,71.79,63.0,35.83,13.17,47.16,58.95,117.6,65.39,327.4,24.42,114.59,24.2,36.79,54.4,70.62,153.45,96.79,21.53,54.4,21.09,43.64,83.54,31.16,15.46,95.25,122.3,165.34,49.44,257.63,21.77,101.14,9.58,38.37,111.85,118.69,60.01,43.3367,13.89,23.51,83.16,123.58,12.09,27.91,43.36,52.99,57.62,98.22,72.34,236.79,132.41,101.83,71.85,137.46,44.96,86.82,41.0,57.42,66.72,27.16,73.02,62.01,53.6,47.56,80.95,100.16,34.08,32.38,44.43
